continent,country,year,population,gdp,lifeexp,infmort,fertility
Americas,Mexico,1990,85609404,413325339981,71.5,37.1,3.38
Americas,Mexico,1995,94426946,445845258682,73,28.8,2.97
Americas,Mexico,2000,102808590,581426421971,74.6,21.6,2.66
Americas,Mexico,2005,109747906,637055457596,75.1,16.7,2.45
Americas,Mexico,2010,118617542,692479257709,75.4,14.4,2.28
Americas,Mexico,2015,127017224,,75.9,11.3,2.13
Oceania,"Micronesia, Fed. Sts.",1960,44539,,56.82,,6.93
Oceania,"Micronesia, Fed. Sts.",1965,52238,,58.63,,6.89
Oceania,"Micronesia, Fed. Sts.",1970,61433,,60.48,,6.94
Oceania,"Micronesia, Fed. Sts.",1975,63146,,62.5,,6.68
Oceania,"Micronesia, Fed. Sts.",1980,72967,,63.64,50,6.22
Oceania,"Micronesia, Fed. Sts.",1985,85689,,63.92,45.6,5.6
Oceania,"Micronesia, Fed. Sts.",1990,96331,182117183.5,64.3,43.4,4.96
Oceania,"Micronesia, Fed. Sts.",1995,107556,235010116.9,65.4,43.3,4.66
Oceania,"Micronesia, Fed. Sts.",2000,107430,233611434.4,66.6,42.2,4.3
Oceania,"Micronesia, Fed. Sts.",2005,106198,239902743,67.6,37.7,3.82
Oceania,"Micronesia, Fed. Sts.",2010,103619,238245803.8,68.3,32.9,3.46
Oceania,"Micronesia, Fed. Sts.",2015,104460,,68.9,28.6,3.19
Europe,Moldova,1960,3003557,,62.22,,3.33
Europe,Moldova,1965,3335625,,64.14,,2.89
Europe,Moldova,1970,3594516,,65.39,50,2.58
Europe,Moldova,1975,3838911,,65.6,44.9,2.48
Europe,Moldova,1980,4009843,2804577459,65.4,39.7,2.48
Europe,Moldova,1985,4214911,3178309459,66.83,32.9,2.64
Europe,Moldova,1990,4364114,3618291734,68.2,27.3,2.41
Europe,Moldova,1995,4339082,1450577738,65.4,31,1.88
Europe,Moldova,2000,4201088,1288420223,68.6,26,1.57
Europe,Moldova,2005,4157707,1813877409,69.5,16.9,1.49
Europe,Moldova,2010,4084483,2125552360,70.5,14.7,1.48
Europe,Moldova,2015,4068897,,73.9,13.6,1.45
Asia,Mongolia,1960,955514,,49.2,,6.95
Asia,Mongolia,1965,1107125,,53.48,,7.59
Asia,Mongolia,1970,1278825,,56.58,,7.57
Asia,Mongolia,1975,1479650,,58.22,,7.14
Asia,Mongolia,1980,1689622,,58.56,113.3,6.21
Asia,Mongolia,1985,1921885,950113943,60.22,94.6,5.35
Asia,Mongolia,1990,2184145,1139772298,62.3,76.9,4.05
Asia,Mongolia,1995,2298038,993500269.2,61.7,62.2,2.74
Asia,Mongolia,2000,2397438,1136896162,62.5,48.2,2.14
Asia,Mongolia,2005,2526447,1556365693,63.6,34.9,2.19
Asia,Mongolia,2010,2712657,2130204298,65.2,25,2.44
Asia,Mongolia,2015,2959134,,67.1,19,2.4
Europe,Montenegro,1960,487416,,63.86,,3.52
Europe,Montenegro,1965,533815,,67.05,,2.99
Europe,Montenegro,1970,519697,,69.94,,2.69
Europe,Montenegro,1975,554262,,72.07,,2.5
Europe,Montenegro,1980,580755,,73.16,,2.27
Europe,Montenegro,1985,614011,,73.96,21.8,2.06
Europe,Montenegro,1990,614999,,74.6,14.9,1.87
Europe,Montenegro,1995,620415,,73.5,13.6,1.82
Europe,Montenegro,2000,613557,984279596.4,73.3,12.5,1.82
Europe,Montenegro,2005,616389,1130670093,75,9.5,1.76
Europe,Montenegro,2010,621952,1404515753,76.5,6.3,1.7
Europe,Montenegro,2015,625781,,77.2,4.3,1.65
Africa,Morocco,1960,12328534,7532416437,49.64,145,7.07
Africa,Morocco,1965,14248426,8951060778,52.06,133,7.08
Africa,Morocco,1970,16039600,12097898528,54.34,120.8,6.69
Africa,Morocco,1975,17854614,15392153119,56.56,109.9,6.17
Africa,Morocco,1980,20071902,20086262401,59.93,94,5.68
Africa,Morocco,1985,22596133,23618587123,64.14,77.2,4.94
Africa,Morocco,1990,24950128,29312116686,67.7,63.1,4.06
Africa,Morocco,1995,27161889,30688523141,69.5,51.8,3.31
Africa,Morocco,2000,28950553,37020609825,71.5,42.2,2.7
Africa,Morocco,2005,30385479,47200631556,72.7,34.5,2.39
Africa,Morocco,2010,32107739,59908047776,73.7,28.5,2.58
Africa,Morocco,2015,34377511,,74.6,23.7,2.71
Africa,Mozambique,1960,7493278,,38.17,183,6.6
Africa,Mozambique,1965,8302736,,41.1,185.6,6.6
Africa,Mozambique,1970,9262078,,43.97,181.9,6.59
Africa,Mozambique,1975,10405000,,47.06,178,6.55
Africa,Mozambique,1980,11936379,2462152427,49.17,174.6,6.49
Africa,Mozambique,1985,13102982,1916083654,50.02,169.2,6.4
Africa,Mozambique,1990,13371971,2499025441,51.5,159.7,6.24
Africa,Mozambique,1995,15913101,2963765703,52.7,143.4,5.98
Africa,Mozambique,2000,18264536,4248747769,52.3,115,5.78
Africa,Mozambique,2005,21126676,6483607270,52.9,90.4,5.67
Africa,Mozambique,2010,24321457,8972305823,54.4,71.9,5.41
Africa,Mozambique,2015,27977863,,57.1,56.7,5.04
Africa,Namibia,1960,602545,,47.07,102,6.15
Africa,Namibia,1965,682553,,50.05,,6.24
Africa,Namibia,1970,780386,,52.81,62.6,6.46
Africa,Namibia,1975,905647,,55.51,63.4,6.65
Africa,Namibia,1980,1012761,2292422012,58.06,63.2,6.45
Africa,Namibia,1985,1149389,2270268891,60.27,57.1,5.89
Africa,Namibia,1990,1415447,2590637104,61.7,49.6,5.23
Africa,Namibia,1995,1654214,3288835716,60.5,47.6,4.59
Africa,Namibia,2000,1897953,3908501441,54,49.4,4.03
Africa,Namibia,2005,2027026,4972328354,53.1,45.3,3.59
Africa,Namibia,2010,2193643,6155469329,61.4,37.5,3.23
Africa,Namibia,2015,2458830,,64.2,32.8,2.95
Asia,Nepal,1960,10056945,1354713257,39.8,219.6,5.99
Asia,Nepal,1965,10905006,1523038106,42.14,200.7,6
Asia,Nepal,1970,11986974,1731067702,44.43,178.6,5.97
Asia,Nepal,1975,13313487,1893654058,47.05,159.9,5.89
Asia,Nepal,1980,14890080,2126201926,50.32,140.3,5.76
Asia,Nepal,1985,16714335,2700326346,54.17,119.7,5.51
Asia,Nepal,1990,18741688,3375944079,58.4,97.7,5.17
Asia,Nepal,1995,21390905,4346999805,61.7,76.8,4.71
Asia,Nepal,2000,23740145,5494252208,65.2,59.6,4.07
Asia,Nepal,2005,25506847,6491157510,67.4,46.3,3.34
Asia,Nepal,2010,26875910,8066414654,69,36.3,2.62
Asia,Nepal,2015,28513700,,69.7,29.4,2.18
Europe,Netherlands,1960,11418652,98359287391,73.35,16.4,3.12
Europe,Netherlands,1965,12216122,128480746992,73.58,14.5,3.04
Europe,Netherlands,1970,12964880,166360843660,73.57,12.6,2.57
Europe,Netherlands,1975,13611064,196458513462,74.49,10.5,1.66
Europe,Netherlands,1980,14103279,226172474359,75.72,8.8,1.6
Europe,Netherlands,1985,14471591,239144018447,76.34,7.9,1.51
Europe,Netherlands,1990,14915139,281955594047,77,6.8,1.62
Europe,Netherlands,1995,15450803,315805641889,77.6,5.7,1.53
Europe,Netherlands,2000,15894016,385074626866,78.1,5.1,1.72
Europe,Netherlands,2005,16331646,411168323101,79.6,4.5,1.71
Europe,Netherlands,2010,16631571,441185443862,80.8,3.7,1.8
Europe,Netherlands,2015,16924929,,81.3,3.2,1.78
Oceania,New Caledonia,1960,78058,,56.38,,5.22
Oceania,New Caledonia,1965,91197,694967526.1,59.6,,5.22
Oceania,New Caledonia,1970,105025,1219920575,62.42,,5.3
Oceania,New Caledonia,1975,128216,1438528271,64.91,,4.6
Oceania,New Caledonia,1980,141866,1416912105,67.09,,3.55
Oceania,New Caledonia,1985,153929,1406746815,69.02,,3.14
Oceania,New Caledonia,1990,168537,2278525628,70.7,,2.98
Oceania,New Caledonia,1995,189198,2625080904,72.16,,2.77
Oceania,New Caledonia,2000,209997,2682347064,73.46,,2.39
Oceania,New Caledonia,2005,228683,,74.62,,2.24
Oceania,New Caledonia,2010,246345,,75.67,,2.19
Oceania,New Caledonia,2015,263118,,76.74,,2.09
Oceania,New Zealand,1960,2371999,,71.28,22.6,3.54
Oceania,New Zealand,1965,2628003,,71.3,18.7,3.05
Oceania,New Zealand,1970,2819548,,71.35,16.9,2.95
Oceania,New Zealand,1975,3082883,,72.3,14.9,2.46
Oceania,New Zealand,1980,3146771,32457368889,72.98,12.7,2.15
Oceania,New Zealand,1985,3268192,37135617884,74.03,11.3,2.14
Oceania,New Zealand,1990,3397534,38715939299,75.6,9.2,2.4
Oceania,New Zealand,1995,3674886,45152836111,77,7.1,2.11
Oceania,New Zealand,2000,3858234,51599748518,78.4,6.1,1.98
Oceania,New Zealand,2005,4134699,62717853637,79.8,5.4,2.05
Oceania,New Zealand,2010,4369027,64991412282,80.8,5.1,2.12
Oceania,New Zealand,2015,4528526,,81.4,4.7,2.02
Americas,Nicaragua,1960,1774696,2103502588,50.69,134,7.34
Americas,Nicaragua,1965,2062633,2589699300,54.88,126.6,7.01
Americas,Nicaragua,1970,2398095,3122675612,59.18,116.6,6.89
Americas,Nicaragua,1975,2796748,4000999059,62.95,100.3,6.6
Americas,Nicaragua,1980,3249910,3233459068,65.83,77.8,6.13
Americas,Nicaragua,1985,3709091,3337557583,68.89,60.9,5.43
Americas,Nicaragua,1990,4144564,2820500756,73.3,50.9,4.75
Americas,Nicaragua,1995,4612229,3080833198,74.4,41.4,4.06
Americas,Nicaragua,2000,5026792,3936327817,76,32.6,3.25
Americas,Nicaragua,2005,5379327,4597552925,76.6,26.3,2.85
Americas,Nicaragua,2010,5737722,5250044048,77.2,22,2.63
Americas,Nicaragua,2015,6082032,,78,18.8,2.42
Africa,Niger,1960,3395212,1020197091,36.82,,7.05
Africa,Niger,1965,3921581,1377973629,37.49,,7.22
Africa,Niger,1970,4497355,1343819364,38.24,137.6,7.42
Africa,Niger,1975,5171029,1181270857,39.57,141.4,7.58
Africa,Niger,1980,5963159,1523445073,42,134.8,7.71
Africa,Niger,1985,6838170,1329272303,44.63,139.8,7.78
Africa,Niger,1990,7911884,1507000407,47.2,138.1,7.76
Africa,Niger,1995,9361912,1563378094,49.5,119.9,7.77
Africa,Niger,2000,11224523,1798365123,52.4,101.1,7.73
Africa,Niger,2005,13485436,2185230256,55.9,82.3,7.62
Africa,Niger,2010,16291990,2781188119,59.2,66.1,7.58
Africa,Niger,2015,19899120,,61,57.1,7.51
Africa,Nigeria,1960,45211614,12836410903,40.39,165,6.35
Africa,Nigeria,1965,50238569,16002249934,43.29,191,6.34
Africa,Nigeria,1970,56131844,19793025795,41.79,168.9,6.47
Africa,Nigeria,1975,63565598,25949832877,49,144.4,6.71
Africa,Nigeria,1980,73698096,31451738767,51.95,127,6.78
Africa,Nigeria,1985,83901570,26956196167,53.54,124.3,6.7
Africa,Nigeria,1990,95617345,34977654923,54.1,125.9,6.49
Africa,Nigeria,1995,108424822,39542749682,55,123.4,6.26
Africa,Nigeria,2000,122876723,45983449593,55.2,112,6.1
Africa,Nigeria,2005,139611303,61902299834,56.8,96.6,6.02
Africa,Nigeria,2010,159424742,85581744176,61.2,81.5,6.02
Africa,Nigeria,2015,182201962,,64.6,69.4,5.89
Europe,Norway,1960,3582016,38302651835,73.66,18.4,2.88
Europe,Norway,1965,3724065,48021771422,73.83,16,2.93
Europe,Norway,1970,3875719,57725534132,74.19,13.1,2.5
Europe,Norway,1975,4006221,73113684286,74.93,10.5,1.98
Europe,Norway,1980,4082525,91232456676,75.8,8.2,1.72
Europe,Norway,1985,4148355,107488317889,76.07,8.3,1.68
Europe,Norway,1990,4240375,116966569351,76.6,7,1.93
Europe,Norway,1995,4359788,140452717481,77.9,4.6,1.87
Europe,Norway,2000,4491572,168288531891,78.6,4,1.85
Europe,Norway,2005,4624388,187632770146,80.2,3.2,1.84
Europe,Norway,2010,4891251,195424832685,81.1,2.6,1.95
Europe,Norway,2015,5210967,,82,2,1.93
Asia,Oman,1960,551737,538829577,44.64,164,7.25
Asia,Oman,1965,625007,688248615.9,49.13,197.6,7.27
Asia,Oman,1970,723850,3133194420,53.26,151.8,7.31
Asia,Oman,1975,882044,4130515114,58.2,114.2,7.75
Asia,Oman,1980,1154375,5358105188,63.7,79.4,8.3
Asia,Oman,1985,1498416,10862047279,68.35,50.4,8.22
Asia,Oman,1990,1812159,12652625161,72.1,32,7.16
Asia,Oman,1995,2191864,16828564523,73.9,20.7,5.35
Asia,Oman,2000,2239403,19867880550,75.2,14.3,3.72
Asia,Oman,2005,2506891,23622652660,76,10.9,2.95
Asia,Oman,2010,2943747,31567920277,76.1,10,2.9
Asia,Oman,2015,4490541,,77.2,9.9,2.75
Asia,Pakistan,1960,44911810,8608436616,46.79,192,6.6
Asia,Pakistan,1965,50848775,12306759369,51.01,160.5,6.6
Asia,Pakistan,1970,58094239,17288181549,54.06,141.1,6.6
Asia,Pakistan,1975,66791496,20228597212,56.68,129.4,6.61
Asia,Pakistan,1980,78071984,27321293469,58.79,122.1,6.54
Asia,Pakistan,1985,92165065,37916775092,60.43,114.8,6.41
Asia,Pakistan,1990,107607639,50248972481,62.1,106.1,6.02
Asia,Pakistan,1995,122599749,63001091770,61.8,97.1,5.36
Asia,Pakistan,2000,138250487,73952374970,62.3,87.7,4.47
Asia,Pakistan,2005,153356383,94357063094,62.2,80,3.79
Asia,Pakistan,2010,170043918,116055243076,64.5,73.5,3.43
Asia,Pakistan,2015,188924874,,65.9,65.8,3.04
Americas,Panama,1960,1132924,1930103379,61.62,66.9,5.87
Americas,Panama,1965,1314627,2865104694,64.21,59,5.64
Americas,Panama,1970,1519293,4129015842,66.66,51.4,5.17
Americas,Panama,1975,1745207,5193786965,69.35,41.8,4.54
Americas,Panama,1980,1978575,6191729852,71.72,35.7,3.88
Americas,Panama,1985,2219276,7333196891,73.45,30.1,3.41
Americas,Panama,1990,2471010,7091896590,74.9,25.7,3.08
Americas,Panama,1995,2738125,9266290384,75.3,23.5,2.9
Americas,Panama,2000,3028751,11620500000,76.5,21.9,2.82
Americas,Panama,2005,3319301,14349415139,77.2,19.4,2.7
Americas,Panama,2010,3620506,21486310530,77.3,17,2.55
Americas,Panama,2015,3929141,,78.2,14.6,2.42
Oceania,Papua New Guinea,1960,1966957,837055577,38.6,134.6,6.28
Oceania,Papua New Guinea,1965,2161103,1177974929,42.22,116.1,6.26
Oceania,Papua New Guinea,1970,2434755,1624678937,46.27,100.1,6.16
Oceania,Papua New Guinea,1975,2809692,1976727698,49.54,86.9,6
Oceania,Papua New Guinea,1980,3215483,2079605041,53.11,77.1,5.69
Oceania,Papua New Guinea,1985,3677854,2226300453,55.08,70.2,5.21
Oceania,Papua New Guinea,1990,4157903,2356852386,56,65.3,4.8
Oceania,Papua New Guinea,1995,4715929,3558992414,56.9,61.2,4.67
Oceania,Papua New Guinea,2000,5374051,3521348155,57.5,58.3,4.51
Oceania,Papua New Guinea,2005,6086905,3817622470,57.9,55.6,4.23
Oceania,Papua New Guinea,2010,6847517,5103993896,59.1,50.3,3.95
Oceania,Papua New Guinea,2015,7619321,,60.9,44.5,3.67
Americas,Paraguay,1960,1902871,1263290494,66.35,62.6,6.5
Americas,Paraguay,1965,2170853,1558360064,67.87,60,6.36
Americas,Paraguay,1970,2474102,1926997660,69.2,58,5.74
Americas,Paraguay,1975,2790964,2667922952,70.57,54.5,5.22
Americas,Paraguay,1980,3180628,4509372596,71.73,49.4,5.22
Americas,Paraguay,1985,3671826,4897781398,72.87,43.2,5.02
Americas,Paraguay,1990,4213740,5927581217,74.2,37.1,4.54
Americas,Paraguay,1995,4760853,7140058290,74.1,31.8,4.09
Americas,Paraguay,2000,5302703,7071265939,74.2,27.7,3.68
Americas,Paraguay,2005,5795493,8023446451,74,23.8,3.27
Americas,Paraguay,2010,6209877,10463076859,74,20.4,2.97
Americas,Paraguay,2015,6639123,,74.4,17.5,2.8
Americas,Peru,1960,10061519,16356280982,48.95,135.9,6.88
Americas,Peru,1965,11607684,22071787233,51.79,118.2,6.75
Americas,Peru,1970,13341071,27370756022,55.36,103.4,6.31
Americas,Peru,1975,15229951,34918198776,59.31,91,5.7
Americas,Peru,1980,17359118,39092384026,62.59,82.4,5.01
Americas,Peru,1985,19544950,39725750353,65.8,70.7,4.36
Americas,Peru,1990,21826658,36090118317,68.7,56.3,3.83
Americas,Peru,1995,24038761,47130518412,71.1,42.5,3.32
Americas,Peru,2000,25914875,53290390318,74.6,29.6,2.93
Americas,Peru,2005,27610406,65432704696,77.2,21.3,2.69
Americas,Peru,2010,29373644,92506872121,78.4,16.3,2.51
Americas,Peru,2015,31376670,,79.5,13.1,2.36
Asia,Philippines,1960,26273023,17990832237,58.82,67.9,7.15
Asia,Philippines,1965,30913931,23209597885,60.56,60.2,6.78
Asia,Philippines,1970,35804731,29092600073,62.26,55.4,6.26
Asia,Philippines,1975,41295129,38511270214,63.21,54.4,5.72
Asia,Philippines,1980,47396966,51694932893,64.06,53.2,5.18
Asia,Philippines,1985,54323651,48483117034,65.95,49.8,4.71
Asia,Philippines,1990,61947340,61098682100,67.6,40.8,4.32
Asia,Philippines,1995,69835713,68010974412,68.8,33.5,4.01
Asia,Philippines,2000,77932247,81026294681,69.1,29.9,3.81
Asia,Philippines,2005,86141373,101404756761,69.1,27.4,3.49
Asia,Philippines,2010,93038902,129017441694,70.1,24.9,3.15
Asia,Philippines,2015,100699395,,71,22.2,2.98
Europe,Poland,1960,29716363,,67.92,57.8,2.97
Europe,Poland,1965,31539695,,69.58,40.8,2.41
Europe,Poland,1970,32816751,,69.96,32.2,2.23
Europe,Poland,1975,34168112,,70.88,24.5,2.25
Europe,Poland,1980,35782855,,70.4,21,2.31
Europe,Poland,1985,37486105,,70.78,17.8,2.27
Europe,Poland,1990,38195258,118170362822,70.9,15.1,2.04
Europe,Poland,1995,38591860,131592842399,71.9,12.6,1.68
Europe,Poland,2000,38486305,171276118424,73.8,8.1,1.34
Europe,Poland,2005,38463514,199364063181,75.1,6.6,1.28
Europe,Poland,2010,38574682,251030838904,76.2,5,1.37
Europe,Poland,2015,38611794,,77.6,4.5,1.44
Europe,Portugal,1960,8875311,20981025078,64.23,84.6,3.16
Europe,Portugal,1965,8888635,28555356597,66.17,66.4,3.18
Europe,Portugal,1970,8670352,40018991717,67.14,55.4,2.99
Europe,Portugal,1975,9185876,49588105981,68.9,36,2.71
Europe,Portugal,1980,9755635,63592042134,71.71,22.8,2.29
Europe,Portugal,1985,9929014,66462970413,73.22,16.5,1.78
Europe,Portugal,1990,9890319,87572065710,74.2,11.5,1.54
Europe,Portugal,1995,10078431,95292070961,75.5,7.4,1.48
Europe,Portugal,2000,10278542,117299520914,76.8,5.5,1.47
Europe,Portugal,2005,10480085,122235857829,78.4,3.7,1.41
Europe,Portugal,2010,10584837,124963902469,79.9,3.1,1.33
Europe,Portugal,2015,10349803,,80.8,3,1.31
Americas,Puerto Rico,1960,2355570,8883563977,68.58,,4.66
Americas,Puerto Rico,1965,2577530,13496888757,69.72,,3.89
Americas,Puerto Rico,1970,2709813,19032753659,71.35,,3.15
Americas,Puerto Rico,1975,2931932,22454901211,72.77,,2.86
Americas,Puerto Rico,1980,3187704,28925715107,73.47,,2.61
Americas,Puerto Rico,1985,3369714,31189568233,74,,2.34
Americas,Puerto Rico,1990,3517984,41057095700,73.8,,2.22
Americas,Puerto Rico,1995,3689649,50062266271,73.3,,2.09
Americas,Puerto Rico,2000,3796981,61701800000,75.6,,1.9
Americas,Puerto Rico,2005,3761143,68800856189,76.6,,1.75
Americas,Puerto Rico,2010,3709671,62940362095,77.1,,1.66
Americas,Puerto Rico,2015,3683238,,78.5,,1.62
Asia,Qatar,1960,47309,,60.82,94,6.97
Asia,Qatar,1965,73543,,64.53,,6.99
Asia,Qatar,1970,109329,,67.91,50.4,6.92
Asia,Qatar,1975,164333,,70.4,37.7,6.47
Asia,Qatar,1980,223715,,72.14,29.7,5.81
Asia,Qatar,1985,371071,,73.51,23.7,4.93
Asia,Qatar,1990,476478,,74.5,17.8,4.02
Asia,Qatar,1995,501019,,74.4,13.2,3.59
Asia,Qatar,2000,593453,17759889598,74.7,10.6,3.24
Asia,Qatar,2005,836924,26455458550,76.3,8.9,2.56
Asia,Qatar,2010,1765513,56908223147,79.2,7.7,2.09
Asia,Qatar,2015,2235355,,79.7,6.8,1.98
Europe,Romania,1960,18613835,,65.92,69,2.32
Europe,Romania,1965,19379554,,68.02,,1.89
Europe,Romania,1970,20549016,,68.41,57.2,2.87
Europe,Romania,1975,21665780,,69.75,42.8,2.62
Europe,Romania,1980,22612149,40945223260,70.1,34.9,2.44
Europe,Romania,1985,23103637,48165021730,70.05,31.8,2.27
Europe,Romania,1990,23489361,43989597124,70,31,1.81
Europe,Romania,1995,22965125,39502657934,69.4,27.3,1.35
Europe,Romania,2000,22128139,37052636395,71.1,23.2,1.27
Europe,Romania,2005,21407619,48898332853,72.4,18.2,1.3
Europe,Romania,2010,20298838,56527456853,73.7,12.1,1.37
Europe,Romania,2015,19511324,,75.2,9.7,1.45
Europe,Russia,1960,119860289,,68.61,,2.56
Europe,Russia,1965,126483874,,69.36,,2.09
Europe,Russia,1970,130126383,,68.76,35.4,2
Europe,Russia,1975,133788113,,68.24,29.9,1.97
Europe,Russia,1980,138063062,,67.57,27.3,1.86
Europe,Russia,1985,142975753,,68.19,25,2.05
Europe,Russia,1990,147568552,385892318110,69.2,21.9,1.89
Europe,Russia,1995,148293265,239710400010,64.4,22.2,1.34
Europe,Russia,2000,146400951,259708496267,65.1,19.7,1.2
Europe,Russia,2005,143622566,349710148603,65.1,14.4,1.29
Europe,Russia,2010,143158099,415332775199,68.9,10.3,1.57
Europe,Russia,2015,143456918,,71,8.2,1.61
Africa,Rwanda,1960,2933424,623378345,43.07,127.9,8.19
Africa,Rwanda,1965,3232937,562196003.9,44.62,122.2,8.2
Africa,Rwanda,1970,3754546,809941586.7,45.58,129.4,8.23
Africa,Rwanda,1975,4359166,843889469.6,46.13,144.8,8.37
Africa,Rwanda,1980,5140786,1368419410,47.46,129.1,8.45
Africa,Rwanda,1985,6117966,1556398946,49.15,97.8,8.28
Africa,Rwanda,1990,7259740,1673246631,50.5,93.2,7.27
Africa,Rwanda,1995,5912755,1067635567,43.8,129.6,6.31
Africa,Rwanda,2000,8021875,1734921293,49.2,109.2,5.9
Africa,Rwanda,2005,9008230,2506731585,59.6,70.2,5.37
Africa,Rwanda,2010,10293669,3583713093,65.1,43.8,4.84
Africa,Rwanda,2015,11609666,,65.9,31.1,4.31
Oceania,Samoa,1960,108645,,51.45,92,7.65
Oceania,Samoa,1965,127068,,54.39,,7.52
Oceania,Samoa,1970,143175,,57.33,73,7.19
Oceania,Samoa,1975,151383,,60.26,,6.76
Oceania,Samoa,1980,155554,,63.2,55.6,6.2
Oceania,Samoa,1985,160030,185621605.9,66.1,30.5,5.62
Oceania,Samoa,1990,162865,192244188.6,69.1,25.8,5.12
Oceania,Samoa,1995,170158,202640783.9,70,21.8,4.75
Oceania,Samoa,2000,174614,245617503,70.8,18.5,4.5
Oceania,Samoa,2005,179928,314000699,71.8,16.5,4.46
Oceania,Samoa,2010,186029,328269116.2,72.6,16,4.34
Oceania,Samoa,2015,193228,,73.2,15,4.03
Asia,Saudi Arabia,1960,4086539,,47.62,150,7.22
Asia,Saudi Arabia,1965,4843635,,50.88,,7.26
Asia,Saudi Arabia,1970,5836394,44074095962,55.65,118,7.28
Asia,Saudi Arabia,1975,7428705,110018966655,61.67,93.1,7.31
Asia,Saudi Arabia,1980,9912917,153723600651,66.99,70.7,7.21
Asia,Saudi Arabia,1985,13361284,121759538480,71.01,52.3,6.66
Asia,Saudi Arabia,1990,16361453,144127803750,73.9,35.5,5.84
Asia,Saudi Arabia,1995,18853670,165998276055,75.5,24.8,4.99
Asia,Saudi Arabia,2000,21392273,188441864875,76.8,19.4,3.99
Asia,Saudi Arabia,2005,24745230,226944734103,77.8,16.8,3.23
Asia,Saudi Arabia,2010,28090647,260739768720,78.7,14.7,2.83
Asia,Saudi Arabia,2015,31540372,,79.5,12.5,2.54
Africa,Senegal,1960,3177560,1870217818,38.46,126.3,6.95
Africa,Senegal,1965,3649308,2068050794,38.71,125.7,7.15
Africa,Senegal,1970,4217754,2266115562,39.59,121.7,7.34
Africa,Senegal,1975,4900491,2546931741,43.94,108,7.47
Africa,Senegal,1980,5568651,2682655748,49.42,91.7,7.38
Africa,Senegal,1985,6438024,3083642502,54.45,80.8,7.09
Africa,Senegal,1990,7514201,3463277797,57.8,70.3,6.63
Africa,Senegal,1995,8710746,3837414918,58.4,70.8,6.05
Africa,Senegal,2000,9860578,4691828357,59.7,68.5,5.56
Africa,Senegal,2005,11268994,5892630725,62.2,56.3,5.23
Africa,Senegal,2010,12956791,6984284544,64.2,46.7,5.05
Africa,Senegal,2015,15129273,,65.3,41.7,4.81
Europe,Serbia,1960,7556730,,63.33,,2.63
Europe,Serbia,1965,7835084,,66.06,,2.49
Europe,Serbia,1970,8119861,,68.34,,2.38
Europe,Serbia,1975,8497168,,69.82,,2.36
Europe,Serbia,1980,8908293,,70.68,,2.35
Europe,Serbia,1985,9253401,,71.58,33.5,2.29
Europe,Serbia,1990,9517670,10955579577,72.5,24.5,2.11
Europe,Serbia,1995,9884146,5440811878,72,17,1.85
Europe,Serbia,2000,9463306,6082791506,72.1,10.9,1.64
Europe,Serbia,2005,9186685,7888605693,73.2,7.7,1.47
Europe,Serbia,2010,9059046,8710614885,74.8,6.6,1.38
Europe,Serbia,2015,8850975,,76.2,5.9,1.37
Africa,Seychelles,1960,41538,48981400,60.42,73.6,5.27
Africa,Seychelles,1965,46770,118082215.1,62.81,66,5.84
Africa,Seychelles,1970,52364,141888524.4,64.62,54.1,5.76
Africa,Seychelles,1975,59589,199189191.2,66.9,39.7,4.85
Africa,Seychelles,1980,66292,291858536.2,68.4,25.3,3.85
Africa,Seychelles,1985,69841,302379135.9,69.3,17.5,3.19
Africa,Seychelles,1990,70627,395179106.9,69.1,14.2,2.74
Africa,Seychelles,1995,76703,454659334.2,69.8,12.5,2.35
Africa,Seychelles,2000,81154,614879764.8,70.9,12.3,2.15
Africa,Seychelles,2005,88747,597623469.4,72,12.3,2.26
Africa,Seychelles,2010,93081,760361490.5,73.1,12.2,2.26
Africa,Seychelles,2015,96471,,74.1,11.7,2.13
Africa,Sierra Leone,1960,2181701,488526149,36.07,223.6,6.03
Africa,Sierra Leone,1965,2332999,604643154.2,38.7,207.6,6.38
Africa,Sierra Leone,1970,2514151,739785783.7,43.15,191,6.7
Africa,Sierra Leone,1975,2765914,831028654.5,48.45,177.5,6.94
Africa,Sierra Leone,1980,3086406,928741740,52.04,167.3,7.06
Africa,Sierra Leone,1985,3466044,966067608.2,53.14,160.4,6.89
Africa,Sierra Leone,1990,3931208,1014478061,51.6,156.5,6.53
Africa,Sierra Leone,1995,3837807,769057937.4,50.9,153.4,6.2
Africa,Sierra Leone,2000,4060709,635876870.1,51.5,143.3,5.92
Africa,Sierra Leone,2005,5071271,1206157644,52.3,128.1,5.45
Africa,Sierra Leone,2010,5775902,1574302614,55,107,4.94
Africa,Sierra Leone,2015,6453184,,57.1,87.1,4.55
Asia,Singapore,1960,1633718,3705795365,65.02,35.5,5.82
Asia,Singapore,1965,1879571,5250605184,66.31,27.3,4.36
Asia,Singapore,1970,2074071,9603756795,67.4,22,3.19
Asia,Singapore,1975,2262393,15119171982,69.26,14.3,2.27
Asia,Singapore,1980,2414524,22830334872,71.04,12,1.82
Asia,Singapore,1985,2708634,31804986630,72.87,8.8,1.61
Asia,Singapore,1990,3016400,48105739109,74.9,6.2,1.83
Asia,Singapore,1995,3482635,72504108856,76.4,4.1,1.67
Asia,Singapore,2000,3918183,95922652586,78.3,3.1,1.6
